"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C1","Terminology aliasing","O_ISAC_161","2025","ISAC Transceiver Hardware Architectures, Technologies, and Trends","IEEE J-STAEQ","10.1109/JSTEAP.2025.3610564","Photo-THz","Experimental","Integrated Sensing and Communication (ISAC) Transc","Quebec-Nature et Technologies (FRQNT). (Invited Article) ABSTRACT Integrated sensing and communication (ISAC)—also known as radar-communication (RadCom), joint radar-communication (JRC), and other related variants—has rapidly","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md","Integrated Sensing and Communication (ISAC) Transceiver: Hardware Architectures, Enabling Technologies, and Emerging Trends (L17)"
"C4","Cross-domain gap","O_ISAC_161","2025","ISAC Transceiver Hardware Architectures, Technologies, and Trends","IEEE J-STAEQ","10.1109/JSTEAP.2025.3610564","Photo-THz","Experimental","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **","methodologies are ongoing, the lack of industry-wide consensus remains a significant barrier to interoperability and certification across sectors [125]. Research into modular and reconfigurable","Strategic section discusses 'interoperability' indicating cross-domain transfer issue.","","","Discusses 'interoperability' in Photo-THz","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **Hardware Miniaturization and Cost** > **Interference Management** > Scalability to Mass Markets (L596)"
"C5","Framework/benchmark need","O_ISAC_161","2025","ISAC Transceiver Hardware Architectures, Technologies, and Trends","IEEE J-STAEQ","10.1109/JSTEAP.2025.3610564","Photo-THz","Experimental","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **","scalable, commercially viable solutions requires overcoming challenges related to manufacturability, reliability, and standardization. Many existing ISAC implementations depend on customized components, specialized fabrication processes,","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_161\O_ISAC_161.md","**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **Hardware Miniaturization and Cost** > **Interference Management** > Scalability to Mass Markets (L594)"
"C1","Terminology aliasing","O_ISAC_162","2025","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G","IEEE J-STAEQ","10.1109/JSTEAP.2025.3603540","Other","Simulation","A Unified Future: Integrated Sensing and Communica","a unified system architecture, where a single base station (also known as gNB), is inherently capable of supporting both roles. This article reviews recent","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G (L17)"
"C1","Terminology aliasing","O_ISAC_162","2025","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G","IEEE J-STAEQ","10.1109/JSTEAP.2025.3603540","Other","Simulation","A Unified Future: Integrated Sensing and Communica","Generate a set of clusters/rays according to TR 38.901 (or other related TRs). - Step 2: Generate a set of NLOS clusters/rays according to","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G > **NOMENCLATURE** > ISAC USE CASES > **ISAC CHANNEL MODELS** (L206)"
"C2","Metric definition/usage","O_ISAC_162","2025","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G","IEEE J-STAEQ","10.1109/JSTEAP.2025.3603540","Other","Simulation","A Unified Future: Integrated Sensing and Communica","$$L_{TX-SPST-RX} = PL_{dB}(d_1) + PL_{dB}(d_2) + 10lg\left(\frac{c^2}{4\pi f^2}\right) - 10lg(\sigma_{RCS,A}) + SF_{dB,1} + SF_{dB,2}$$ (3) where $PL_{dB}(d_1)$ and $PL_{dB}(d_2)$ represent the PL of TX-Target","Defines/uses metric 'σR' with specific formula or value.","σR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G > **NOMENCLATURE** > ISAC USE CASES > **ISAC CHANNEL MODELS** (L188)"
"C4","Cross-domain gap","O_ISAC_162","2025","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G","IEEE J-STAEQ","10.1109/JSTEAP.2025.3603540","Other","Simulation","A Unified Future: Integrated Sensing and Communica","those of the communication channel. - RCSs considerations for different targets/scenarios are not included. - Missing spatial/temporal consistency, particularly in scenarios where multiple devices","Strategic section discusses 'missing' indicating cross-domain transfer issue.","","","Discusses 'missing' in Other","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_162\O_ISAC_162.md","A Unified Future: Integrated Sensing and Communication (ISAC) in 6G > **NOMENCLATURE** > ISAC USE CASES > **ISAC CHANNEL MODELS** (L151)"
"C1","Terminology aliasing","O_ISAC_163","2025","Multi-Functional and Hybrid RIS for ISAC - A Survey","IEEE COMST","10.1109/COMST.2024.3519785","Photo-THz","Simulation","The Emergence of Multi-Functional and Hybrid Recon","next generation wireless standard, referred to as '6G', aims to take this a step further. The anticipated mass roll-out of 5G systems will take","Explicit terminology aliasing detected with pattern 'referred to as'.","","referred to as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md","The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey > <span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION (L25)"
"C2","Metric definition/usage","O_ISAC_163","2025","Multi-Functional and Hybrid RIS for ISAC - A Survey","IEEE COMST","10.1109/COMST.2024.3519785","Photo-THz","Simulation","*A. Physical Layer Security of MF-RIS-Assisted Net","the diversity orders of outage probability and the ergodic rate's SNR slopes. The planned network's SE and EE are also calculated. When the number","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md","*A. Physical Layer Security of MF-RIS-Assisted Networks* > <span id=""page-23-3""></span><span id=""page-23-2""></span>*B. Non-Orthogonal-Multiple-Access (NOMA) With MF-RISs* (L536)"
"C2","Metric definition/usage","O_ISAC_163","2025","Multi-Functional and Hybrid RIS for ISAC - A Survey","IEEE COMST","10.1109/COMST.2024.3519785","Photo-THz","Simulation","IX. CONCLUSION > REFERENCES","K. Ng, C. Yuen, W. Wang, and X. Gao, ""Energy efficiency and spectral efficiency tradeoff in RIS-aided multiuser MIMO uplink transmission,"" *IEEE Trans. Signal","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md","IX. CONCLUSION > REFERENCES (L997)"
"C3","Cross-modality contrast","O_ISAC_163","2025","Multi-Functional and Hybrid RIS for ISAC - A Survey","IEEE COMST","10.1109/COMST.2024.3519785","Photo-THz","Simulation","<span id=""page-20-2""></span>*C. Is MF-RIS the Key ","cell size of RIS for THz applications is considerably smaller compared to mmWave and sub-6 GHz solutions. Therefore, it will become possible to have","Photo-THz paper explicitly contrasts with other, evidencing siloed research.","","","Photo-THz vs other","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md","<span id=""page-20-2""></span>*C. Is MF-RIS the Key Enabler for mmWave Communications?* > *D. How About Terahertz Communications?* (L508)"
"C5","Framework/benchmark need","O_ISAC_163","2025","Multi-Functional and Hybrid RIS for ISAC - A Survey","IEEE COMST","10.1109/COMST.2024.3519785","Photo-THz","Simulation","<span id=""page-20-2""></span>*C. Is MF-RIS the Key ","learning architecture delivers near-optimal QoE as that of the genie-aided benchmark technique and around two times enhancement in QoE compared to the random phase","Discusses 'benchmark' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_163\O_ISAC_163.md","<span id=""page-20-2""></span>*C. Is MF-RIS the Key Enabler for mmWave Communications?* > *D. How About Terahertz Communications?* (L506)"
"C1","Terminology aliasing","O_ISAC_164","2025","Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization","Sensors","10.3390/s25227061","VLC","Simulation","<span id=""page-11-0""></span>**5. Experiment and Re","and the turntable rotates at 215 RPM (1.75 m/s) with three environmental complexity (or grating widths), i.e., (A) $f_x = 100$ m-1, (B) $f_x","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md","<span id=""page-11-0""></span>**5. Experiment and Results** > *5.1. Experiment Setup* > *5.2. Methodology* > 5.3. Normalized Gains for Communication and Sensing (L388)"
"C1","Terminology variant usage","O_ISAC_164","2025","Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization","Sensors","10.3390/s25227061","VLC","Simulation","**1. Introduction**","because of the differences in system architecture. In recent years, integrated optical communication and sensing (O-ISAC) has gained significant attention in fields such as","Uses distinctive O-ISAC terminology variant 'O-ISAC'.","","O-ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md","**1. Introduction** (L41)"
"C2","Metric definition/usage","O_ISAC_164","2025","Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization","Sensors","10.3390/s25227061","VLC","Simulation","<span id=""page-7-0""></span>**3. Performance Analys","3.2. Normalized Gains for Communication and Sensing The SNR of the received signal is a key performance indicator for communication. As shown in Figure","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md","<span id=""page-7-0""></span>**3. Performance Analysis** > *3.1. Exposure Effect* > 3.2. Normalized Gains for Communication and Sensing (L236)"
"C5","Framework/benchmark need","O_ISAC_164","2025","Optical Camera-Based Integrated Sensing and Communication for V2X Applications: Model and Optimization","Sensors","10.3390/s25227061","VLC","Simulation","**1. Introduction**","Finally, Section [6](#page-17-0) concludes the paper and suggests potential directions for future research. *Sensors* **2025**, *25*, 7061 3 of 20 # **2. System Model**","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_164\O_ISAC_164.md","**1. Introduction** (L47)"
"C5","Framework/benchmark need","O_ISAC_165","2025","Design and modelling of InAs detection system on SOI via monolithic integration for mid-infrared integrated sensing and communication","Optics Communications","Not Reported","FSO","Simulation","*3.1. Mid-infrared grating coupler* > 3.2. Evanesc","m$ , limiting the operational wavelength region compared to the PD alone. Future research efforts should therefore aim at improving the operational wavelength region","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_165\O_ISAC_165.md","*3.1. Mid-infrared grating coupler* > 3.2. Evanescent coupling in PDs > 3.3. Mid-infrared InAs waveguide PDs (L135)"
"C2","Metric definition/usage","O_ISAC_166","2025","Integrated Sensing and Communication Solar Skin for Health Monitoring","Nano Energy","10.1016/j.nanoen.2025.111639","Other","Experimental","Keywords: Multimodal sensing Electronic skin Human","maintains low error rates (BER = 0–0.06; PER = 0–0.3), with consistent SNR levels of ~12 dB, demonstrating reliable decoding under diverse indoor conditions","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_166\O_ISAC_166.md","Keywords: Multimodal sensing Electronic skin Human-machine interaction Health monitoring Optical wireless communication > ABSTRACT > *4.4. Optical properties characterization* > *4.8. Optical wireless communication* (L240)"
"C5","Framework/benchmark need","O_ISAC_171","2025","Frequency-Comb-Steered Ultrawideband Quasi-True-Time-Delay Beamformer for Integrated Sensing and Communication","Nature Communications","10.1038/s41467-025-62854-z","Other","Experimental","Frequency-comb-steered ultrawideband quasi-true-ti","should be carefully addressed. Our current experimental demonstration is based on discrete components. Future work will focus on miniaturization and integration of the system.","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_171\O_ISAC_171.md","Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication > Principle of frequency-comb-steered linear quasi-TTD beamformer > Frequency-comb-steered two-dimensional quasi-TTD beamformer > Discussion (L160)"
"C1","Terminology variant usage","O_ISAC_172","2025","Joint Break-Point Localization Sensing Based on OFDR and Non-Disruptive Communication Fiber ISAC System","Optics and Laser Technology","NR","Fiber","Experimental","Joint break-point localization sensing based on OF","been progressively recognized, the Integrated Sensing and Communication over Optical Fiber (ISAC-OF) [[16\]](#page-7-0) technology has emerged to address the aforementioned challenges. The ISAC-OF technology","Uses distinctive O-ISAC terminology variant 'ISAC-OF'.","","ISAC-OF","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_172\O_ISAC_172.md","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system > ARTICLE INFO > 1. Introduction (L47)"
"C3","Cross-modality contrast","O_ISAC_173","2025","High-Performance Optical Camera Communications for ISAC Localization and Sensing","ACM MobiCom 2025","10.1145/3680207.3765690","VLC","Experimental","Poster: High-Performance Optical Camera Communicat","accurate centimetre-level localization of optical sources and precise environmental mapping compared to RF-based methods which are limited by wavelength and baseline distances. Secondly, the","VLC paper explicitly contrasts with other, evidencing siloed research.","","","VLC vs other","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_173\O_ISAC_173.md","Poster: High-Performance Optical Camera Communications for ISAC Localization and Sensing > 2 High-Performance Optical Camera Communications > 3 Key Benefits of HP-OCC for ISAC (L93)"
