paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_356,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"polarization optimization by the PC3 and a polarizer, the 3-channel optical signals are injected into the UTC-PD for photonic heterodyning generation of 3-channel integrated signals in the THz band. Herein, a variable optical attenuator (VOA) is employed to adjust the incident optical power of UTC-PD. The obtained THz-ISAC signal is radiated into a 0.5 m line-of-sight (LOS) wireless link and collected at the receiver side, where a pair of THz lenses are used to collimate the THz beams.",35,35,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Experimental Setup**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_356,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the provided snippet.,"The received signals are amplified by a THz low noise amplifier (THz-LNA) with a 22 dB gain and then down-converted to the intermediated frequency (IF) band by a Schottky mixer driven by a 24-order multiplied electrical LO signal. By changing the tunable electrical LO, the 3-channel signals can be individually digitized and analyzed by a 160 GSa/s real-time digital storage oscilloscope (DSO) for further offline digital communication demodulation and radar sensing. As an example, the acquired electrical spectrum of channel 3 is shown in the inset of Fig. 2(a). Fig. 2(b) shows the details of the CFP algorithm. Note that, benefiting from the coherence of the 3channel chirp-based integrated waveform due to OFC, the range resolution of the 3-channel signals can be promoted from c/2B to  $c/2(2F_d + 3B)$  , enhancing from 15 mm to 2.5 mm, and the data rate is 3 times that of a single channel.",37,37,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Experimental Setup**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_356,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the provided snippet.,"At the communication receiver, the sampled IF integrated signal needs to perform synchronization with a down-chirp, digital mixer, and chirp removal process in the digital domain. At that point, the obtained baseband signal can be demodulated as an ordinary QAM signal, including pre-equalizer, frequency offset estimation, phase noise compensation, and postequalizer [16]. Fig. 3(a) illustrates the 3-channel",41,41,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Experimental Setup** > **Results and Discussions**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,E-mail: jiangyan@njupt.edu.cn,5,5,**Monolithic III-nitride photonic circuit for integrated sensing and communication system**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text discusses photonics and optoelectronic devices but does not mention machine learning (ml).,"Optical waveguide devices are paramount in integrated photonic devices. These devices serve as channels for transmitting optical information and offer various functionalities. As the outstanding performance of large refractive index, GaN-based waveguide become an excellent chose for the in-plane photonic integrated systems. Numerous research efforts were focused on developing different waveguide designs aimed at achieving efficient light coupling and propagation for in-plane light communication [9, 10]. In addition to optical communication, optical waveguides can also be designed for various sensor. Several micro-/nano-scale optical structures have achieved sensing through the different",15,15,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text focuses on optical waveguide devices and photonic integrated systems without referencing machine learning (ml).,"transduction mechanism. Elshorbagy et al. reported a refractive sensor relying on the surface plasmon resonators [11]. Lee et al. measured the refractive index of liquids by diffraction gratings [12]. It is evident that these structures each have their own advantages. However, they also exhibit a drawback in terms of process complexity. Nevertheless, a critical challenge in real-time efficient light extraction and collection techniques remain under exploration.",17,17,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text describes the fabrication of a monolithic III-nitride circuit but does not involve machine learning (ml) concepts.,"Figure 1 schematically illustrates the manufacturing process of the multicomponent system, employing wafer-scale microfabrication. Initially, an ohmic contact is deposited on the top of wafer via electron-beam evaporation. The deposited ohmic contact layer consists of 20-nm-thick Ni film and 100 nm-thick Au film. This is followed by rapid thermal annealing in air at 600℃ for 90 seconds. A 720-nm-thick isolation mesa is shaped by photolithography and ridge is etched by ion beam etching (IBE) to avoid undesired optical absorption. Subsequent steps involve creating GaN-based LEDs coupled to a 100-μm-long waveguide, using AZ4620 photoresist as a mask. Reactive ion etching (RIE) etched the LEDs and waveguide to the n-contact layer. To ensure no current leakage, plasma-enhanced chemical vapor deposition is applied to form a 200-nm-thick SiO<sup>2</sup> insulation layer. After excess SiO<sup>2</sup> removal using a buffered oxide etch, the, 50 nm/100 nm/500 nm Ti/Pt/Au layers are deposited onto the top of the n- and p-electrode contact layers as contact pads. Lastly, utilizing the lift-off technique forms the complete contact pads.",25,25,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction** > **2 Design and fabrication**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Figure 2(a) presents a scanning electron microscope (SEM) morphology image of the integrated system, encompassing a transmitter, an InGaN/AlGaN comb waveguide, and a receiver. When using a SiO<sup>2</sup> insulation layer, the fabricated 42-μm-diameter MQW diodes are connected with the bonding pads, making it easy to connect the chip to the printed circuit board for measurement. The comb waveguide dimensions are 100 μm in length and 10 μm in width, and the logarithm of the comb waveguide is three. The width of gap between the output of the InGaN/AlGaN comb waveguides and MQW-diode is defined as 5 μm. Figure 2(b) depicts a three-dimensional atomic force microscope (AFM) characterization of the comb coupler, displaying dimensions of 90\*90 μm. Aiming to ensure that ethanol flow into the gap, the comb waveguide's etched depth is approximately 1.907 μm. In order to suppress the appearance of excess light absorption, the deep gap are fullnessly etched.",39,39,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction** > **3 Measurement results**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_360,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"The chip was placed on the probe table to capture the emitted light through a multimode fiber, which was subsequently channeled to a spectrometer for analysis. Figure 3(c) shows the measured electroluminescence (EL) spectra of the transmitter, delineated based on injection current. The peak emission wavelength increased as the injection current variations from 2 mA to 10 mA, and was found to be approximately 385 nm. A rise in injection current corresponded with amplified light emission intensity, suggesting that light intensity modulation is achievable through current adjustments, a pivotal feature for visible light communication systems. The superposition of the EL and responsivity spectra suggested that the diode can detect the higher-energy light emitted by the diode itself. Therefore, the simultaneous emission-detection ability of the diodes offers a potential to obtain optical communication between two identical MQW-diodes.",47,47,**Monolithic III-nitride photonic circuit for integrated sensing and communication system** > **Abstract** > **1 Introduction** > **3 Measurement results**,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_368,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,\*Email: jie.zhang@bupt.edu.cn,13,13,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_368,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Abstract—We investigate the state of art technologies of integrated sensing and communication in optical transmission system. A detailed comparison is conducted among the available solutions. Meanwhile, the potential research directions and challenges are also discussed.",15,15,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_368,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"With the advantages of low loss, large bandwidth and high interference immunity, optical fibers are widely used for data transmission in various scenarios. Up to now, optical fiber communication has accounted for more than 90% of global data transmission [1]. Apart from its applications in transmission, optical fibers can also be employed for sensing. Fiber optic sensing is a technology that uses the transmission characteristics of light to measure environmental parameters or detect physical quantities. Fiber optic sensing has the advantages of high electromagnetic interference immunity, high sensitivity, and remote monitoring of optical signal. Optical fiber can maintain high-precision sensing even in harsh environments such as high temperature, underwater, and radiation [2].",21,21,A Technical Review of Integrated Sensing and Communication in Optical Transmission System > I. INTRODUCTION,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
