claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_130,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The text mentions the use of a blue LED for excitation and a QD CCL for light conversion, which could be related to photonic THz applications, but it does not explicitly mention photonic THz.","<span id=""page-5-4""></span><span id=""page-5-3""></span>The VLSC system comprises the emission, transmission, and reception channels. The emission terminal of the VLSC system integrates a blue LED for excitation and a QD CCL for light conversion. As depicted in the schematic of Fig. [7\(a\),](#page-5-1) a Bias-Tee (MINICIRCUITS ZFBT, 100 kHz–4200 MHz) is employed to couple the direct current (dc) and alternating current (ac) signals for the QD-based blue LED light source. The dc signal originates from the power supply (KEYSIGHT 2231K), while the ac signal generated from the Arbitrary Waveform Generator (SIGLENT SDG102A, 1 GHz, 5 GS/s). The modulation scheme of nonreturn-to-zero on–off keying (NRZ-OOK) with a pseudorandom binary sequence (PRBS) pattern of 2<sup>14</sup> − 1 is utilized. The data stream, generated by the Arbitrary Waveform Generator, is injected into the blue LED chip. The light emitted from the QD-based blue LED passes through the microalgal solution, the filter, the aperture, and is ultimately detected by the PD (THORLABS APD 120A2/M, 200–1100 nm). Additionally, a mixed-signal oscilloscope (TEKTRONIX MSO64B, 2.5 GHz, 5 GS/s) is used to receive and store the signal. Through the data link, the optical signal is converted into an electrical signal, which is then processed using MATLAB software on a mobile terminal. Finally, eye diagrams and BERs can be derived at various data rates. To minimize the impact of system instability, all effective BER values are measured multiple times. These measurement procedures are all conducted on an optical bench in a dark environment to eliminate the effects of ambient light.",159,159,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization*",nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_130,photonic_thz,THz optical,fuzzy:90.9090909090909,NONE,"The text discusses the measurement of bit error rates (BERs) for microalgal solutions and the variation in measured BER, but does not mention photonic THz explicitly.","Similar measurements are also conducted with *I. galbana*, as depicted in Fig. 8(b). Unlike the results in Fig. 8(a), the highest BER in Fig. 8(b) is observed only at 110 MHz, which can be attributed to differences in the microalgae species and density gradient. For the fitting lines in Fig. 8(a) and (b), the corresponding values of  $k_1(S_p, X_C)$  are  $7.64 \times 10^{-11}$  and  $4.29 \times 10^{-12}$ , respectively. The slope of the fit lines shows a high degree of consistency, which greatly benefits the subsequent measurements. The BER versus microalgae densities exhibits a more linear trend compared to the optical density versus cell count observed in previous studies [37], suggesting that BER-based measurement is comparable or superior to optical density-based methods.",191,191,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > <span id=""page-5-0""></span>*A. Measurement and Calculation*",nan,nan,True
1dbceaaa4662,4B|photonic_thz,4B,O_ISAC_130,photonic_thz,THz optical,fuzzy:90.9090909090909,INDIRECT,"The concept of photonic_thz is not directly mentioned in the snippet, but the discussion of optical power, modulation frequency, and data rate suggests a relationship with photonic systems, which can be indirectly related to the terahertz (THz) frequency range.","current of the blue LED increases, the optical power output from the blue LED also increases, leading to a decrease in BER. By monitoring the optical power of the blue LED across various driving currents, the direct impact of the optical power on BER is obtained in Fig. 9(b). A similar nonlinear trend between BER and optical power can be observed when using light of other colors.",199,199,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > <span id=""page-5-0""></span>*A. Measurement and Calculation*",nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_130,hybrid,FW,lexical,NONE,The concept 'hybrid' is not mentioned in the given snippet.,"of the blue LED chip and all QD CCLs are measured using an optical spectrometer (HPCS-320, Hopoo Light and Color Technology Company Ltd.), as depicted in Fig. [5\(b\).](#page-4-2) The peak wavelengths for blue, green, yellow, orange, and red light are 458, 523, 574, 600, and 637 nm, respectively. Except for the yellow QD sample, the full width at half maximum (FWHM) of all QD spectra reaches approximately 20 nm. Quantum yields of the QD CCLs are measured using an absolute PL quantum yield spectrometer (HAMAMATSU C11347), as shown in Fig. [5\(c\).](#page-4-2) The orange QD CCL demonstrates the highest quantum yield at 0.58, while those of green, yellow, and red QD CCLs are 0.34, 0.27, and 0.18, respectively. The red QD CCL exhibits the lowest quantum yield, potentially due to factors such as light extraction efficiency from the film surface, the inherent quantum yield of the red QD solution, and QD aggregation during synthesis, as discussed in [\[34\].](#page-10-25)",143,143,"III. MICROALGAE PREPARATION AND CHARACTERIZATION > C. Statistical Measurement for Microalgae Samples > <span id=""page-4-4""></span>IV. QD PREPARATION AND CHARACTERIZATION",nan,nan,True
e10046e74c72,4B|hybrid,4B,O_ISAC_130,hybrid,fiber optic wireless,fuzzy:85.0,NONE,The concept 'hybrid' is not mentioned in the given snippet.,"He is currently an Engineer with Shenzhen Institute of Artificial Intelligence and Robotics for Society (AIRS), Shenzhen. His research interests include underwater optical wireless communications and all-optical communication devices.",350,350,"<span id=""page-4-1""></span>*A. Modulation Performance Characterization* > REFERENCES",nan,nan,True
824b67b2dbfe,4B|json:oisac_medium_class,4B,O_ISAC_130,json:oisac_medium_class,nan,json,DIRECT,Structured classification field,nan,,,nan,study_level.classification.oisac_medium_class,hybrid,True
494017eeb1d2,4B|fso,4B,O_ISAC_131,fso,optical wireless,lexical,NONE,The snippet does not mention the concept 'fso' explicitly or implicitly.,# Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,5,5,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_131,fso,optical wireless,lexical,NONE,The snippet does not mention the concept 'fso' explicitly or implicitly.,"Abstract—Visible light-based positioning (VLP) is indispensable for integrated sensing and communication in optical wireless networks. Conventional VLP methods require an accurate Lambertian emission model (LEM) with fixed parameters. However, this is hard to be met in practice due to inevitable measurement errors, and thus a small LEM error will lead to serious VLP performance loss. To solve this issue, a joint LEM calibration and positioning (JCAP) scheme is proposed. As the JCAP problem is non-convex in nature, a majorization minimizationbased joint optimization method is developed to exploit hiddenconvex substructures of system models, thus yielding a tractable JCAP scheme. Moreover, the impact of system parameters (e.g., carrier frequency, initial LEM error and noise) on the VLP performance is revealed, which is useful for efficient VLP network development. It is verified by simulations that the proposed JCAP method outperforms the state-of-the-art VLP baselines due to our problem-specific joint LEM calibration mechanism design.",9,9,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,nan,nan,True
494017eeb1d2,4B|fso,4B,O_ISAC_131,fso,optical wireless,lexical,NONE,The snippet does not mention the concept 'fso' explicitly or implicitly.,"ITH rapid development of electronic information technologies, visible light communication-assisted positioning (VLP) using photodiodes has attracted widespread research attentions from both academia and industry in recent years [1]. Basically, the study of integrated VLP and optical wireless communication (OWC) is driven by its great potentials in boosting localization-aware applications for user devices (UDs), such as intelligent robotic navigation and autonomous vehicles [2], [3], where both data transmission and accurate localization are required.",15,15,I. INTRODUCTION,nan,nan,True
949cde27284f,4B|vlc,4B,O_ISAC_131,vlc,visible light,lexical,NONE,"The text does not mention VLC (VideoLAN Client) at all, it talks about Visible Light-based Positioning (VLP) which is unrelated to the concept of VLC.","Abstract—Visible light-based positioning (VLP) is indispensable for integrated sensing and communication in optical wireless networks. Conventional VLP methods require an accurate Lambertian emission model (LEM) with fixed parameters. However, this is hard to be met in practice due to inevitable measurement errors, and thus a small LEM error will lead to serious VLP performance loss. To solve this issue, a joint LEM calibration and positioning (JCAP) scheme is proposed. As the JCAP problem is non-convex in nature, a majorization minimizationbased joint optimization method is developed to exploit hiddenconvex substructures of system models, thus yielding a tractable JCAP scheme. Moreover, the impact of system parameters (e.g., carrier frequency, initial LEM error and noise) on the VLP performance is revealed, which is useful for efficient VLP network development. It is verified by simulations that the proposed JCAP method outperforms the state-of-the-art VLP baselines due to our problem-specific joint LEM calibration mechanism design.",9,9,Joint Lambertian Model Calibration and Positioning of Photodiode Devices towards Integrated Optical Wireless Communication and Sensing,nan,nan,True
