"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"MET-R01-SCR00233-019","STC-SINGLETON-SCR-00233","SCR-00233","COND-SCR00233-COMPLEXITY","","joint","other","Inference complexity per OFDM frame","system","analytical","scalar","approx","8500000","","","","","MACs/frame","reported","reported","One 128-unit bidirectional LSTM plus two Transformer layers","Conventional 2D-FFT approximately 5 x 10^5 MACs","CG-SCR00233-COMPLEXITY","conditionally_comparable","conditionally_admissible","8","4.5 Complexity analysis","Table 3","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Bi-LSTM-Transformer hybrid network for V2V optical wireless ISAC systems","10.1016/j.icte.2026.04.001","only_report_in_phase_g_source_set","6158B05C55166F69CA933894D976E00BE3B8168A3C8C5A2F1065F5AE4AFC858D","yes","match","8","4.5 Complexity analysis","Table 3","NR","NR","match","Inference complexity per OFDM frame","NR","approx","8500000","NR","NR","NR","NR","MACs/frame","system","NR","source_reported_communication_function","source_reported_sensing_function","NR","One 128-unit bidirectional LSTM plus two Transformer layers","NR","COND-SCR00233-COMPLEXITY","Conventional 2D-FFT approximately 5 x 10^5 MACs","analytical","reported","CG-SCR00233-COMPLEXITY","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00238-003","STC-SINGLETON-SCR-00238","SCR-00238","COND-SCR00238-PDM16QAM","","communication","link_budget","Received optical power at FEC threshold","link","laboratory_experiment","scalar","approx","-28","","","","","dBm","reported","reported","20-GBaud coherent PDM 16-QAM over 12-km SSMF","","CG-SCR00238-COMM-FORMAT","conditionally_comparable","conditionally_admissible","5","3.2 Measurement of transmission performance","","Fig. 4","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Multi-service integrated sensing and communication system for industrial internet-of-things","10.1016/j.optlaseng.2025.109470","only_report_in_phase_g_source_set","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","yes","match","5","3.2 Measurement of transmission performance","NR","Fig. 4","NR","match","Received optical power at FEC threshold","NR","approx","-28","NR","NR","NR","NR","dBm","link","NR","source_reported_communication_function","NR","NR","20-GBaud coherent PDM 16-QAM over 12-km SSMF","NR","COND-SCR00238-PDM16QAM","NR","laboratory_experiment","reported","CG-SCR00238-COMM-FORMAT","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00238-010","STC-SINGLETON-SCR-00238","SCR-00238","COND-SCR00238-LOCALIZATION","","sensing","resolution","Localization peak width","system","laboratory_experiment","scalar","eq","4.9","","","","","m","reported","reported","30-ns pulse, 8-kHz repetition, WLL localization mode","","CG-SCR00238-LOCALIZATION","conditionally_comparable","conditionally_admissible","8","3.4 Measurement of vibration location","","Fig. 10","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Multi-service integrated sensing and communication system for industrial internet-of-things","10.1016/j.optlaseng.2025.109470","only_report_in_phase_g_source_set","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","yes","match","8","3.4 Measurement of vibration location","NR","Fig. 10","NR","match","Localization peak width","NR","eq","4.9","NR","NR","NR","NR","m","system","NR","NR","source_reported_sensing_function","NR","30-ns pulse, 8-kHz repetition, WLL localization mode","NR","COND-SCR00238-LOCALIZATION","NR","laboratory_experiment","reported","CG-SCR00238-LOCALIZATION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-R01-SCR00238-014","STC-SINGLETON-SCR-00238","SCR-00238","COND-SCR00238-LINK","","joint","propagation_distance","Fiber transmission distance","link","laboratory_experiment","scalar","eq","12","","","","","km","reported","reported","Communication and continuous-RBS sensing shared link","","CG-SCR00238-LINK","conditionally_comparable","conditionally_admissible","1-5;9","Abstract; Experimental setup; Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Multi-service integrated sensing and communication system for industrial internet-of-things","10.1016/j.optlaseng.2025.109470","only_report_in_phase_g_source_set","68DDDE0ECF5B94A57723DD573AAFDFF2CEF5FE2E19DBD216F3BDA57110978DF9","yes","match","1-5;9","Abstract; Experimental setup; Conclusion","NR","NR","NR","match","Fiber transmission distance","NR","eq","12","NR","NR","NR","NR","km","link","NR","source_reported_communication_function","source_reported_sensing_function","NR","Communication and continuous-RBS sensing shared link","NR","COND-SCR00238-LINK","NR","laboratory_experiment","reported","CG-SCR00238-LINK","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"P03-M004","STC-TUNABLE-LASER-THZ-FMCW-2025-2026","SCR-00553","C-SCR00553-JW","","joint","waveform_period","Triangular repetition period","device_component","laboratory_experiment","scalar","eq","800","","","NR","","ns","reported","reported","2025 joint waveform","","CG-THZ-FMCW-REPETITION-PERIOD-LAB","conditionally_comparable","conditionally_admissible","1-2","Experiment; Results","","Figure 2","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Integrated Sensing and Communication in the Terahertz Band Enabled by Photomixing Using a High-Speed Wavelength Tunable Laser","10.23919/isap63122.2025.11361979","companion_reports_same_study_in_phase_g_source_set","157FABE1725FE1CF99014486A9E61E917D792D1D75CA2A95605A60C217AE1C27","yes","match","1-2","Experiment; Results","NR","Figure 2","NR","match","Triangular repetition period","NR","eq","800","NR","NR","NR","NR","ns","device_component","NR","source_reported_communication_function","source_reported_sensing_function","NR","2025 joint waveform","NR","C-SCR00553-JW","NR","laboratory_experiment","reported","CG-THZ-FMCW-REPETITION-PERIOD-LAB","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00941-001","STC-SINGLETON-SCR-00941","SCR-00941","COND-SCR00941-ANALYTICAL-SNR","TRD-SCR00941-001","communication","SNR","Electrical communication SNR","link","analytical","qualitative","","","","","NR","","dimensionless","reported","reported","Communication link model","","CG-COMM-ELECTRICAL-SNR-ANALYTICAL-OPTICAL-OFDM","conditionally_comparable","conditionally_admissible","6","Communication Receiver","","","Eq. (26)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication","10.1109/twc.2025.3647104","only_report_in_phase_g_source_set","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","yes","match","6","Communication Receiver","NR","NR","Eq. (26)","match","Electrical communication SNR","NR","NR","NR","NR","NR","NR","NR","dimensionless","link","NR","source_reported_communication_function","NR","NR","Communication link model","NR","COND-SCR00941-ANALYTICAL-SNR","NR","analytical","reported","CG-COMM-ELECTRICAL-SNR-ANALYTICAL-OPTICAL-OFDM","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00941-002","STC-SINGLETON-SCR-00941","SCR-00941","COND-SCR00941-ANALYTICAL-MSE","TRD-SCR00941-001","sensing","estimation_error","Normalized CFR-estimation MSE","system","analytical","qualitative","","","","","NR","","dimensionless","reported","reported","Joint M-round target-profile estimation","","CG-SENSING-NORMALIZED-CFR-MSE-ANALYTICAL-ISAC","conditionally_comparable","conditionally_admissible","7","Sensing metric derivation","","","Eqs. (38)-(40)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication","10.1109/twc.2025.3647104","only_report_in_phase_g_source_set","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","yes","match","7","Sensing metric derivation","NR","NR","Eqs. (38)-(40)","match","Normalized CFR-estimation MSE","NR","NR","NR","NR","NR","NR","NR","dimensionless","system","NR","NR","source_reported_sensing_function","NR","Joint M-round target-profile estimation","NR","COND-SCR00941-ANALYTICAL-MSE","NR","analytical","reported","CG-SENSING-NORMALIZED-CFR-MSE-ANALYTICAL-ISAC","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00941-004","STC-SINGLETON-SCR-00941","SCR-00941","COND-SCR00941-ANALYTICAL-CRB","TRD-SCR00941-002","sensing","CRB","Profile-estimation CRB","system","analytical","curve","","","","","NR","","cm","reported","reported","Optimized OPA and waveform; Fig. 5(b)","","CG-SENSING-RANGE-PROFILE-CRB-CM-ANALYTICAL","conditionally_comparable","conditionally_admissible","6;12","Metric derivation; Numerical Results","","Fig. 5(b)","Eqs. (35)-(37)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication","10.1109/twc.2025.3647104","only_report_in_phase_g_source_set","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","yes","match","6;12","Metric derivation; Numerical Results","NR","Fig. 5(b)","Eqs. (35)-(37)","match","Profile-estimation CRB","NR","NR","NR","NR","NR","NR","NR","cm","system","NR","NR","source_reported_sensing_function","NR","Optimized OPA and waveform; Fig. 5(b)","NR","COND-SCR00941-ANALYTICAL-CRB","NR","analytical","reported","CG-SENSING-RANGE-PROFILE-CRB-CM-ANALYTICAL","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00941-005","STC-SINGLETON-SCR-00941","SCR-00941","COND-SCR00941-BER-CURVE","","communication","BER","BER versus transmitted power","link","simulation","curve","","","","","NR","","dimensionless","reported","reported","Gamma_nu=0.90; Gamma_w=0.10, 0.30 or 0.50 Pt","","CG-COMM-BER-VS-TX-POWER-ADO-OFDM-SIMULATION","conditionally_comparable","conditionally_admissible","12","Numerical Results","","Fig. 6(a)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication","10.1109/twc.2025.3647104","only_report_in_phase_g_source_set","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","yes","match","12","Numerical Results","NR","Fig. 6(a)","NR","match","BER versus transmitted power","NR","NR","NR","NR","NR","NR","NR","dimensionless","link","NR","source_reported_communication_function","NR","NR","Gamma_nu=0.90; Gamma_w=0.10, 0.30 or 0.50 Pt","NR","COND-SCR00941-BER-CURVE","NR","simulation","reported","CG-COMM-BER-VS-TX-POWER-ADO-OFDM-SIMULATION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00941-006","STC-SINGLETON-SCR-00941","SCR-00941","COND-SCR00941-NOISE-COMP","","communication","other","Equivalent-AWGN required-power difference","link","simulation","scalar","approx","0.5","","","NR","","dB","reported","reported","Conditions of Fig. 6(a)","original time-varying shot-noise model","CG-COMM-EQUIVALENT-AWGN-POWER-PENALTY-BER","conditionally_comparable","conditionally_admissible","12","Numerical Results","","Fig. 6(a)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication","10.1109/twc.2025.3647104","only_report_in_phase_g_source_set","C2A63B79DEC200ADFF096CD7EC7F51417F4F16628E0E81208A2CFDB8994A0D2E","yes","match","12","Numerical Results","NR","Fig. 6(a)","NR","match","Equivalent-AWGN required-power difference","NR","approx","0.5","NR","NR","NR","NR","dB","link","NR","source_reported_communication_function","NR","NR","Conditions of Fig. 6(a)","NR","COND-SCR00941-NOISE-COMP","original time-varying shot-noise model","simulation","reported","CG-COMM-EQUIVALENT-AWGN-POWER-PENALTY-BER","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
