paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_092,Comm Metrics,Achievable Transmission Rate,"I(x_n; y_{c,n})",Electrical,"The achievable transmission rate is given by $I(x_n; y_{c,n}) = h(y_{c,n}) - h(y_{c,n}|x_n)$","The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Sensing (Detection),Miss Detection Probability,P_{md},Electrical,The miss detection probability is given by $P_{md} = \int_{-\infty}^{\gamma} P(G|\mathcal{H}_1) dG = 1 - Q \left[ \frac{\gamma - \mu}{\sigma} \right]$,"The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Sensing (Detection),KL Divergence,D(p_{s0}(y_s)||p_{s1}(y_s)),Electrical,The KL divergence is given by $D(p_{s0}(y_s)||p_{s1}(y_s)) = \int p_{s0}(y_s) \log \frac{p_{s0}(y_s)}{p_{s1}(y_s)} dy_s$,"The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Comm Metrics,SER,P_e,Electrical,"For M-PAM signal, the SER is given by P_e = 2(M-1)/M [Q(h_c(A_{M-1} - A_0)/(2*sigma_c*(M-1)))]","The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Comm Metrics,Achievable Transmission Rate,"I(x_n; y_{c,n})",Electrical,"The achievable transmission rate between the input and output of the communication link is given by I(x_n; y_{c,n}) = h(y_{c,n}) - h(y_{c,n}|x_n)","The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Sensing (Detection),Miss Detection Probability,P_{md},Electrical,The miss detection probability P_{md} is given by P_{md} = 1 - Q[(gamma - mu)/sigma],"The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_092,Sensing (Detection),KL Divergence,D(p_{s0}(y_s)||p_{s1}(y_s)),Electrical,The KL divergence characterizes the exponential coefficient of miss detection probability as the samples size approaches infinity,"The authors evaluate the performance of a joint communication and sensing (JCAS) system based on visible light using pulse amplitude modulation (PAM) signals. They analyze the tradeoff between communication performance metrics such as symbol error rate (SER) and achievable transmission rate, and sensing performance metrics such as miss detection probability and Kullback-Leibler (KL) divergence."
O_ISAC_094,Sensing (Est),NMSE,NMSE,N/A,"NMSE(D_N^mod, ˆD_N^mod) = …","The authors evaluate the performance of their proposed PE-MMSC system using metrics such as target classification accuracy and data reconstruction quality (NMSE). They compare their system with other baseline approaches, including traditional multimodal semantic fusion and single-modal object classification algorithms. The results demonstrate that the PE-MMSC system achieves significant performance improvements, with a 5% to 10% increase in target classification accuracy and a reduction in NMSE for data reconstruction."
O_ISAC_094,Comm,SNR,SNR,Electrical,under low SNR conditions,"The authors evaluate the performance of their proposed PE-MMSC system using metrics such as target classification accuracy and data reconstruction quality (NMSE). They compare their system with other baseline approaches, including traditional multimodal semantic fusion and single-modal object classification algorithms. The results demonstrate that the PE-MMSC system achieves significant performance improvements, with a 5% to 10% increase in target classification accuracy and a reduction in NMSE for data reconstruction."
O_ISAC_094,Sensing (Det),Classification Accuracy,A,N/A,"max_{ψ,φ,ω} A(ˆC_N^fin, C_N^true)","The authors evaluate the performance of their proposed PE-MMSC system using metrics such as target classification accuracy and data reconstruction quality (NMSE). They compare their system with other baseline approaches, including traditional multimodal semantic fusion and single-modal object classification algorithms. The results demonstrate that the PE-MMSC system achieves significant performance improvements, with a 5% to 10% increase in target classification accuracy and a reduction in NMSE for data reconstruction."
O_ISAC_095,Sensing (Est),Resolution,Δ,N/A,a 30-cm ranging resolution for dual-target detection is also realized,"The authors evaluate sensing performance using a linear frequency-modulated (LFM) wave for range estimation and compare it with measured distances. For comms, they plot the error vector magnitude (EVM) of a 16QAM signal."
O_ISAC_095,Sensing (Est),Accuracy,RMSE,N/A,the sensed distance errors are only within ±15mm for single user detection,"The authors evaluate sensing performance using a linear frequency-modulated (LFM) wave for range estimation and compare it with measured distances. For comms, they plot the error vector magnitude (EVM) of a 16QAM signal."
O_ISAC_095,Comm,EVM,EVM,Electrical,a MMW 16QAM signal is generated,"The authors evaluate sensing performance using a linear frequency-modulated (LFM) wave for range estimation and compare it with measured distances. For comms, they plot the error vector magnitude (EVM) of a 16QAM signal."
O_ISAC_096,Comm Metrics,Capacity,C,N/A,enable hyper data transmission rates and high capacity,"The authors discuss the principles of nanoantennas, their applications, and the role of surface plasmon polaritons (SPPs) in enhancing light-matter interactions. They also explore the concept of nanoscale radar systems and their potential in integrated sensing and communication (ISAC) systems."
O_ISAC_096,Sensing (Est),Resolution,Δ,N/A,enable miniaturization and high data rates,"The authors discuss the principles of nanoantennas, their applications, and the role of surface plasmon polaritons (SPPs) in enhancing light-matter interactions. They also explore the concept of nanoscale radar systems and their potential in integrated sensing and communication (ISAC) systems."
O_ISAC_096,Sensing (Est),Resolution,Δ,N/A,achieve sub-wavelength resolution,"The authors discuss the principles of nanoantennas, their applications, and the role of surface plasmon polaritons (SPPs) in enhancing light-matter interactions. They also explore the concept of nanoscale radar systems and their potential in integrated sensing and communication (ISAC) systems."
